0,1,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,174,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,658,
33,39,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,43,
45,26,
46,85,
47,0,
48,0,
49,0,
50,0,
51,0,
52,0,
53,0,
54,0,
55,0,
56,0,
57,0,
58,0,
59,0,
60,0,
61,0,
62,0,
63,16,
64,0,
65,16,
66,0,
67,3,
68,1,
69,2,
70,0,
71,0,
72,2,
73,87,
74,0,
75,0,
76,1,
77,0,
78,19,
79,0,
80,0,
81,0,
82,0,
83,23,
84,8,
85,0,
86,0,
87,9,
88,0,
89,8,
90,0,
91,0,
92,0,
93,0,
94,0,
95,0,
96,0,
97,194,
98,14,
99,18,
100,110,
101,280,
102,8,
103,39,
104,142,
105,137,
106,0,
107,54,
108,130,
109,121,
110,171,
111,255,
112,1,
113,0,
114,86,
115,37,
116,240,
117,90,
118,0,
119,65,
120,14,
121,49,
122,0,
123,0,
124,0,
125,0,
126,0,
127,0,
