0,1,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,342,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,1316,
33,116,
34,0,
35,0,
36,0,
37,0,
38,0,
39,106,
40,0,
41,0,
42,0,
43,0,
44,78,
45,5,
46,129,
47,0,
48,0,
49,0,
50,0,
51,0,
52,0,
53,0,
54,0,
55,0,
56,0,
57,0,
58,0,
59,0,
60,0,
61,0,
62,0,
63,14,
64,0,
65,2,
66,1,
67,0,
68,3,
69,1,
70,0,
71,0,
72,3,
73,0,
74,0,
75,0,
76,7,
77,1,
78,8,
79,18,
80,3,
81,0,
82,0,
83,2,
84,26,
85,5,
86,0,
87,2,
88,0,
89,2,
90,0,
91,0,
92,0,
93,0,
94,0,
95,0,
96,0,
97,458,
98,60,
99,82,
100,239,
101,464,
102,78,
103,78,
104,487,
105,385,
106,2,
107,95,
108,218,
109,100,
110,351,
111,491,
112,77,
113,0,
114,98,
115,308,
116,592,
117,163,
118,15,
119,204,
120,7,
121,112,
122,0,
123,0,
124,0,
125,0,
126,0,
127,0,
