0,1,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,65007,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,514907,
33,3924,
34,17971,
35,1,
36,2,
37,1,
38,0,
39,7530,
40,670,
41,670,
42,300,
43,0,
44,39891,
45,6308,
46,30806,
47,29,
48,179,
49,392,
50,147,
51,61,
52,23,
53,55,
54,57,
55,40,
56,193,
57,35,
58,1014,
59,1145,
60,0,
61,2,
62,0,
63,3136,
64,2,
65,6574,
66,3606,
67,2105,
68,2017,
69,2259,
70,1946,
71,1303,
72,4378,
73,7931,
74,308,
75,1201,
76,713,
77,3251,
78,3614,
79,1635,
80,6519,
81,35,
82,3057,
83,2986,
84,6817,
85,254,
86,1116,
87,2888,
88,673,
89,1265,
90,108,
91,1,
92,0,
93,1,
94,0,
95,0,
96,0,
97,199233,
98,31053,
99,59519,
100,116272,
101,312973,
102,52950,
103,50023,
104,163026,
105,166351,
106,2266,
107,19230,
108,95814,
109,58395,
110,180560,
111,191244,
112,39014,
113,2295,
114,145371,
115,159908,
116,219589,
117,65179,
118,25970,
119,56319,
120,3711,
121,45001,
122,2279,
123,0,
124,0,
125,0,
126,0,
127,0,
